row,pdf_page,source_text
1849,96,"HUSTLER’S TABOO,                              LFP Publishing Group,      Title 15, Section
THE KINKY SIDE OF                             LLC                        3006(c)(17) – frontal
HUSTLER, MAY-JUNE                                                        nudity
2021"
1850,96,"HYBRID GANGS AND       Antoinette Noel Wood   CreateSpace                Title 15, Section
THE HYPHY                                     Independent Publishing     3006(c)(19) – STG
MOVEMENT,                                                                members or associates
CROSSING THE COLOR
LINE IN SACRAMENTO
COUNTY (2011)"
1851,96,"HYBRID HEART, VOL. 2                          Prentice Hall Publishing   Title 15, Section
                                                                         3006(c)(15)(A) – lacks
                                                                         serious literary, artistic,
                                                                         political or scientiﬁc
                                                                         value"
1852,96,"HYDROPONIC             Richard Bray           Richard Bray               Title 15, Section
MARIJUANA, 3                                                             3006(c)(17) – frontal
FOOLPROOF WAYS TO                                                        nudity
GROW CANNABIS
WITH HYDROPONICS"
1853,96,"I AM ME I AM FREE      David Icke             Bridge of Love             Title 15, Section
THE ROBOTS GUIDE TO                           Publications               3006(c)(17) – frontal
FREEDOM                                                                  nudity"
1854,96,"I AM RAYMOND           Zach Fortier           Steel Shark Press          Title 15, Section
WASHINGTON                                                               3006(c)(19) – STG
                                                                         members or associates"
1855,96,"I CAN’T KEEP MY                               Lovebookonline.com         Title 15, Section
HANDS OFF YOU                                                            3006(c)(15)(A) – lacks
                                                                         serious literary, artistic,
                                                                         political or scientiﬁc
                                                                         value"
1856,96,"I HEART GIRL           Jessica Yatrofsky      Powerhouse Books           Title 15, Section"
1857,96,"I HOPE THEY SERVE      Tucker Max             Kensington Publishing      Title 15, Section
BEER IN HELL                                                            3006(c)(15)(A) – lacks
                                                                        serious literary, artistic,
                                                                        political or scientiﬁc
                                                                        value"
1858,97,"I LOVE TATTOOS         Takahiro Kitamura     Schiffer Publishing Ltd.   Title 15, Section
                                                                        3006(c)(17) – frontal
                                                                        nudity"
1859,97,"I SPY, HOW TO BE       Daniel Ribacoff       St. Martin’s Griﬃn         Title 15, Section
YOUR OWN PRIVATE                                                        3006(d) – presents a
INVESTIGATOR                                                            serious threat to facility
                                                                        security or the safety of
                                                                        incarcerated persons
                                                                        and staff"
1860,97,"I WILL BREAK YOU, A    Gigi Styx             Independently              Title 15, Section
DARK STALKER                                 Published                  3006(c)(15)(C)(5) –
ROMANCE (2024)                                                          conduct which is or
                                                                        appears to be forceful,
                                                                        threatening or violent"
1861,97,"I’ADORE MAGAZINE,                            Rhymes & Dimes             Title 15, Section
ANNIVERSARY PART 1                                                      3006(c)(15)(A) – lacks
                                                                        serious literary, artistic,
                                                                        political or scientiﬁc
                                                                        value"
1862,97,"I’ADORE MAGAZINE,                            Rhymes & Dimes             Title 15, Section
ISSUE #11                                                               3006(c)(15)(A) – lacks
                                                                        serious literary, artistic,
                                                                        political or scientiﬁc
                                                                        value"
1863,97,"I’ADORE, ISSUE # 16                          Rhymes N Dimes             Title 15, Section
                                             Publications               3006(c)(15)(A) – lacks
                                                                        serious literary, artistic,
                                                                        political or scientiﬁc
                                                                        value"
1864,97,"IDEAS & DISCOVERIES,                         Bauer Publishing           Title 15, Section
MAY 2019                                                                3006(c)(8) – a
                                                                        description of the
                                                                        making of any weapon,
                                                                        explosive, poison or
                                                                        destructive device"
1865,97,"IDLE HANDS: THE ART    Chris Cooper          Baby Tattoo Books          Title 15, Section
OF COOP                                                                 3006(c)(17) – frontal
                                                                        nudity"
1866,97,"IDOLHOUSE, VOL. 1      Takayoshi Sano        Project H                  Title 15, Section
(2013)                                                                  3006(c)(16) – sexually
                                                                        explicit images"
1867,97,"IF THESE WALLS         Ricky St. Julien II   Crystell Publications      Title 15, Section
COULD TALK, PART 2                                                      3006(c)(15)(A) – lacks
(2020)                                                                  serious literary, artistic,
                                                                        political or scientiﬁc
                                                                        value"
1868,97,"IG MAMI’S, ISSUE 1                           Rhymes N Dimes             Title 15, Section
                                             Publications               3006(c)(15)(A) – lacks
                                                                        serious literary, artistic,
                                                                        political or scientiﬁc
                                                                        value"
1869,97,"III MILLENNIUM         Luis Royo             NBM Publishing             Title 15, Section
                                                                        3006(c)(17) – frontal
                                                                        nudity"
1870,97,"I’LL BE GONE IN THE    Michelle McNamara     HarperCollins              Title 15, Section
DARK, ONE WOMAN’S                            Publishers LLC             3006(c)(1) – violence
OBSESSIVE SEARCH                                                        or physical harm
FOR THE GOLDEN
STATE KILLER (2019)"
1871,97,"I’LL HOLD IT DOWN      Royalty King McCall   Create Space               Title 15, Section
FOR YOU, A HOOD                                                         3006(c)(15)(C)(5) –
LOVE AFFAIR                                                             conduct which is or
                                                                        appears to be forceful,
                                                                        threatening or violent"
1872,97,"I’M A BEHEMOTH,        Nozomi Ginyoku        Van Press                  Title 15, Section
VOLUME 8 (2024)                                                         3006(c)(17) – frontal
                                                                        nudity"
1873,97,"IM A SURVIVOR          Evan Lee McNair                                  Title 15, Section
                                                                        3006(c)(1) – violence
                                                                        or physical harm"
1874,97,"I’M NOT A SUCCUBUS!    Horitomo              Seven Seas                 Title 15, Section
3 (2020)                                     Entertainment              3006(c)(17) – frontal"
1875,97,"I’M NOT A SUCCUBUS!    Horitomo              Seven Seas                 Title 15, Section
4 (2024)                                     Entertainment              3006(c)(17) – frontal
                                                                        nudity"
1876,97,"I’M THE HERO, BUT      Akiyoshi Ota          Yen Press                  Title 15, Section
THE DEMON LORD’S                                                        3006(c)(16) – sexually
ALSO ME, VOLUME 1                                                       explicit images
(2021)"
1877,98,"I’M THE HERO, BUT      Akiyoshi Ota            Yen Press                  Title 15, Section
THE DEMON LORD’S                                                          3006(c)(16) – sexually
ALSO ME, VOLUME 2                                                         explicit images
(2022)"
1878,98,"IMAGINISTIX            Boris Vallejo & Julie                              Title 15, Section
                       Bell                                               3006(c)(17) – frontal
                                                                          nudity"
1879,98,"IMAIZUMI BRINGS ALL    Gorou Nori              Seven Seas Publishing      Title 15, Section
THE GALS TO HIS                                                           3006(c)(16) – sexually
HOUSE (2024)                                                              explicit images"
1880,98,"IMPACT (2014)          Adam Baker              Hodder & Stoughton         Title 15, Section
                                               Publishing                 3006(c)(1) – violence
                                                                          or physical harm"
1881,98,"IMPORTANT              Swann Auction                                      Title 15, Section
PHOTOGRAPHS AND        Galleries                                          3006(c)(17) – frontal
PHOTOBOOKS                                                                nudity"
1882,98,"IMPRESSIONIST          Germain Bazin           Thames and Hudson          Title 15, Section
PAINTING IN THE                                                           3006(c)(17) – frontal
LOUVRE                                                                    nudity"
1883,98,"IN HIS OWN WORDS,      Adolf Hitler            Antelope Hill Publishing   Title 15, Section
THE ESSENTIAL                                                             3006(d) – presents a
SPEECHES OF ADOLF                                                         serious threat to facility
HITLER (2022)                                                             security or the safety of
                                                                          incarcerated"
1884,98,"IN LOVE WITH THE       Ebony Diamonds          Independently              Title 15, Section
CONNECT 2 (2020)                               Published                  3006(c)(15)(A) – lacks
                                                                          serious literary, artistic,
                                                                          political or scientiﬁc
                                                                          value"
1885,98,"IN THE LIKELY EVENT    Rebecca Yarros          Amazon Publishing          Title 15, Section
(2023)                                                                    3006(c)(15)(A) – lacks
                                                                          serious literary, artistic,
                                                                          political or scientiﬁc
                                                                          value"
1886,98,"IN THE NAME OF         Wensley Clarkson        St. Martins Paperbacks     Title 15, Section
SATAN                                                                     3006(c)(15)(C)(5) –
                                                                          conduct which is or
                                                                          appears to be forceful,
                                                                          threatening or violent"
1887,98,"INAPPROPRIATE JOKE     Rann Lowe               Independently              Title 15, Section
BOOK FOR ADULTS                                Published                  3006(c)(15)(A) – lacks
(2023)                                                                    serious literary, artistic,
                                                                          political or scientiﬁc
                                                                          value"
1888,98,"INC. MAGAZINE, MAY                             Inc. Magazine              Title 15, Section
2017 ISSUE                                                                3006(c)(15)(A) – lacks
                                                                          serious literary, artistic,
                                                                          political or scientiﬁc
                                                                          value"
1889,98,"INC., MARCH-APRIL                              Mansueto Ventures          Title 15, Section
2020                                           LLC                        3006(d) – presents a
                                                                          serious threat to facility
                                                                          security or the safety of
                                                                          incarcerated persons
                                                                          and staff"
1890,98,"INC.HES MAGAZINE                               www.Inc.hes.com            Title 15, Section
                                                                          3006(c)(17) – frontal
                                                                          nudity"
1891,98,"INC.REDIBLE COMIC      Tom Nguyen                                         Title 15, Section
BOOK WOMEN                                                                3006(c)(17) – frontal
                                                                          nudity"
1892,98,"INC.REDIBLE COMICS     Tom Nguyen              Tom Nguyen                 Title 15, Section
                                                                          3006(c)(17) – frontal
                                                                          nudity"
1893,98,"INFECTED BY ART,       Todd Spoor and Aaron    Author House               Title 15, Section
VOLUME 1               Raymond                                            3006(c)(15)(A) – lacks
                                                                          serious literary, artistic,
                                                                          political or scientiﬁc
                                                                          value"
1894,98,"INFINITE LOVE IS THE   David Icke              Bridge of Love             Title 15, Section
ONLY TRUTH                                     Publications               3006(c)(17) – frontal
EVERYTHING ELSE IS                                                        nudity
ILLUSION"
1895,98,"INFINITY WARS (2019)   Gerry Duggan            Marvel Comics              Title 15, Section
                                                                          3006(c)(1) – violence
                                                                          or physical harm"
1896,98,"INFLUENCE, THE         Robert B. Cialdini      HarperCollins              Title 15, Section
PSYCHOLOGY OF                                  Publishers                 3006(d) – presents a
PERSUASION (2021)                                                         serious threat to facility
                                                                          security or the safety of
                                                                          incarcerated"
1897,99,"INK FROM THE PEN      Ink from the Pen       Title 15, Section
MAGAZINE,             Magazine, LLC          3006(c)(15)(A) – lacks
SEPTEMBER 2017,                              serious literary, artistic,
ISSUE NUMBER 12                              political or scientiﬁc
                                             value"
1898,99,"INK FROM THE PEN,     Ink From The Pen       Title 15, Section
BEST OF ISSUES 5-25                          3006(c)(1) – violence
                                             or physical harm"
1899,99,"INK FROM THE PEN,     Ink From the Pen       Title 15, Section
COMMEMORATIVE                                3006(c)(19) – STG
ISSUE, ART                                   members or associates
HIGHLIGHTS FROM
ISSUES 1-4"
1900,99,"INK FROM THE PEN,     Ink From the Pen.com   Title 15, Section
DECEMBER 2017,                               3006(c)(19) – STG
ISSUE 13                                     members or associates"
1901,99,"INK FROM THE PEN,     Ink from the Pen       Title 15, Section
DECEMBER 2017,        Magazine, LLC          3006(d) – presents a
ISSUE NUMBER 13                              serious threat to facility
                                             security or the safety of
                                             incarcerated persons
                                             and staff"
1902,99,"INK FROM THE PEN,     Ink from the Pen       Title 15, Section
DECEMBER 2018,                               3006(c)(19) – STG
ISSUE 17                                     members or associates"
1903,99,"INK FROM THE PEN,     Ink From the Pen       Title 15, Section
DECEMBER 2020,                               3006(c)(19) – STG
ISSUE 25                                     members or associates"
1904,99,"INK FROM THE PEN,     Ink From the Pen       Title 15, Section
EPIC ISSUE                                   3006(c)(19) – STG
                                             members or associates"
1905,99,"INK FROM THE PEN,     Ink From the Pen       Title 15, Section
ISSUE 16                                     3006(c)(19) – STG
                                             members or associates"
1906,99,"INK FROM THE PEN,     Ink From The Pen       Title 15, Section
ISSUE 26                                     3006(c)(19) – STG
                                             members or associates"
1907,99,"INK FROM THE PEN,     Ink From The Pen       Title 15, Section
ISSUE 27                                     3006(c)(19) – STG
                                             members or associates"
1908,99,"INK FROM THE PEN,     Ink From the Pen       Title 15, Section
ISSUE 28                                     3006(c)(17) – frontal
                                             nudity"
1909,99,"INK FROM THE PEN,     Ink From the Pen       Title 15, Section
ISSUE 29                                     3006(c)(19) – STG
                                             members or associates"
1910,99,"INK FROM THE PEN,     Ink From the Pen       Title 15, Section
ISSUE 30                                     3006(c)(19) – STG
                                             members or associates"
1911,99,"INK FROM THE PEN,     Ink From The Pen       Title 15, Section
ISSUE 31                                     3006(c)(19) – STG
                                             members or associates"
1912,99,"INK FROM THE PEN,     Ink From The Pen       Title 15, Section
ISSUE 32                                     3006(c)(19) – STG
                                             members or associates"
1913,99,"INK FROM THE PEN,     Ink From The Pen       Title 15, Section
ISSUE 33                                     3006(c)(19) – STG
                                             members or associates"
1914,99,"INK FROM THE PEN,     Ink From the Pen       Title 15, Section
ISSUE 34                                     3006(c)(19) – STG
                                             members or associates"
1915,99,"INK FROM THE PEN,     Ink From the Pen       Title 15, Section
ISSUE 37                                     3006(c)(19) – STG
                                             members or associates"
1916,99,"INK FROM THE PEN,     Ink From the Pen       Title 15, Section
ISSUE 38                                     3006(c)(19) – STG
                                             members or associates"
1917,99,"INK FROM THE PEN,     Ink From The Pen       Title 15, Section
ISSUE 5                                      3006(c)(19) – STG
                                             members or associates"
1918,99,"INK FROM THE PEN,     Ink From the Pen       Title 15, Section
ISSUE 6                                      3006(c)(19) – STG
                                             members or associates"
1919,99,"INK FROM THE PEN,     Ink From the Pen       Title 15, Section
ISSUE 6                                      3006(c)(19) – STG
                                             members or associates"
1920,99,"INK FROM THE PEN,     Ink from the Pen       Title 15, Section
ISSUE NUMBER 10       Magazine, LLC          3006(c)(15)(A) – lacks
                                             serious literary, artistic,
                                                                     political or scientiﬁc
                                                                     value"
1921,100,"INK FROM THE PEN,                         Ink from the Pen           Title 15, Section
ISSUE NUMBER 10                           Magazine, LLC              3006(c)(15)(A) – lacks
                                                                     serious literary, artistic,
                                                                     political or scientiﬁc
                                                                     value"
1922,100,"INK FROM THE PEN,                         Ink from the Pen           Title 15, Section
JUNE 2017 ISSUE                           Magazine, LLC              3006(d) – presents a
NUMBER 11                                                            serious threat to facility
                                                                     security or the safety of
                                                                     incarcerated persons
                                                                     and staff"
1923,100,"INK FROM THE PEN,                         Ink from The Pen           Title 15, Section
JUNE 2018                                                            3006(c)(19) – STG
                                                                     members or associates"
1924,100,"INK FROM THE PEN,                         Ink from the Pen           Title 15, Section
MARCH 2018, ISSUE 14                                                 3006(c)(19) – STG
                                                                     members or associates"
1925,100,"INK FROM THE PEN,                         Ink from the Pen           Title 15, Section
MARCH 2020, ISSUE 22                                                 3006(c)(19) – STG
                                                                     members or associates"
1926,100,"INK ‘N GIRLS, VOLUME   Akos Banfalvi      Schiffer Publishing Ltd.   Title 15, Section
2                                                                    3006(c)(17) – frontal
                                                                     nudity"
1927,100,"INK; THE ART OF        Viction Workshop   Ginko Press, Inc.          Title 15, Section
TATTOO                                                               3006(c)(15)(A) – lacks
                                                                     serious literary, artistic,
                                                                     political or scientiﬁc
                                                                     value"
1928,100,"INKED MAGAZINE,                           Quadra Media, LLC          Title 15, Section
AUGUST 2016 ISSUE                                                    3006(c)(15)(A) – lacks
                                                                     serious literary, artistic,
                                                                     political or scientiﬁc
                                                                     value"
1929,100,"INKED MAGAZINE,                           Quadra Media, LLC          Title 15, Section
INKED FOR A CAUSE,                                                   3006(c)(15)(A) – lacks
OCTOBER 2017 ISSUE                                                   serious literary, artistic,
                                                                     political or scientiﬁc
                                                                     value"
1930,100,"INKED MAGAZINE,                           Quadra Media, LLC          Title 15, Section
JULY 2016 ISSUE,                                                     3006(c)(15)(A) – lacks
NUMBER 76                                                            serious literary, artistic,
                                                                     political or scientiﬁc
                                                                     value"
1931,100,"INKED MAGAZINE,                           Inked Magazine             Title 15, Section
JULY 2017 ISSUE                                                      3006(c)(15)(A) – lacks
                                                                     serious literary, artistic,
                                                                     political or scientiﬁc
                                                                     value"
1932,100,"INKED MAGAZINE,                           Inked Magazine             Title 15, Section
JUNE/JULY 2015 ISSUE                                                 3006(c)(15)(A) – lacks
                                                                     serious literary, artistic,
                                                                     political or scientiﬁc
                                                                     value"
1933,100,"INKED MAGAZINE,                           Photo Tryst                Title 15, Section
NOVEMBER 2016                                                        3006(c)(15)(A) – lacks
                                                                     serious literary, artistic,
                                                                     political or scientiﬁc
                                                                     value"
1934,100,"INKED MAGAZINE,                           Quadra Media, LLC          Title 15, Section
NOVEMBER 3, 2009                                                     3006(c)(19) – STG
ISSUE                                                                members or associates"
1935,100,"INKED MAGAZINE,                           Quadra Media, LLC          Title 15, Section
OCTOBER 2016                                                         3006(c)(17) – frontal
                                                                     nudity"
1936,100,"INKED MAGAZINE, THE                       Quadra media, LLC          Title 15, Section
PIN-UP ISSUE,                                                        3006(c)(17) – frontal
FEBRUARY 2017                                                        nudity"
1937,100,"INKED MAGAZINE, THE                       Quadra media, llc          Title 15, Section
PIN-UP ISSUE,                                                        3006(c)(17) – frontal
FEBRUARY 2017                                                        nudity"
1938,100,"INKED MEMBERS CLUB                        Inked Members Club         Title 15, Section
MAGAZINE #2                               Magazine                   3006(c)(17) – frontal
                                                                     nudity"
1939,100,"INKED MEMBERS CLUB                                                   Title 15, Section
MAGAZINE, ISSUE 1                                                    3006(c)(15)(A) – lacks
                                                                     serious literary, artistic,
                                                                     political or scientiﬁc
                                                                     value"
1940,100,"INKED, OCTOBER 2017                       Quadra Media, LLC          Title 15, Section
                                                                     3006(c)(15)(A) – lacks
                                                                          serious literary, artistic,
                                                                          political or scientiﬁc
                                                                          value"
1941,101,"INKED, THE SEX ISSUE,                           Quadra Media, LLC         Title 15, Section
SEPTEMBER 2019                                                            3006(c)(15)(A) – lacks
                                                                          serious literary, artistic,
                                                                          political or scientiﬁc
                                                                          value"
1942,101,"INMATE                                          Inmate Connections        Title 15, Section
CONNECTIONS, BAD                                                          3006(c)(15)(A) – lacks
BITCHES, FALL 2012                                                        serious literary, artistic,
CATALOG                                                                   political or scientiﬁc
                                                                          value"
1943,101,"INMATE SERVICES                                 Inmate Services           Title 15, Section
DIGEST, MARCH 2016                                                        3006(d) – presents a
ISSUE #1                                                                  serious threat to facility
                                                                          security or the safety of
                                                                          incarcerated persons
                                                                          and staff"
1944,101,"INMATE SERVICES, K                              Inmate Services           Title 15, Section
SERIES CATALOG                                                            3006(c)(15)(A) – lacks
NUMBER 3                                                                  serious literary, artistic,
                                                                          political or scientiﬁc
                                                                          value"
1945,101,"INNER CITY HOODLUM      Donald Goines           Kensington Publishing     Title 15, Section
                                                                          3006(c)(15)(C)(5) –
                                                                          conduct which is or
                                                                          appears to be forceful,
                                                                          threatening or violent"
1946,101,"INNOCENT, BOOK          Aishling Morgan         Xcite Books               Title 15, Section
THREE OF THE                                                              3006(c)(15)(A) – lacks
MAIDEN SERIES (2013)                                                      serious literary, artistic,
                                                                          political or scientiﬁc
                                                                          value"
1947,101,"INSATIABLE PORN, A      Asa Akira               Asa Akira                 Title 15, Section
LOVE STORY                                                                3006(c)(15)(A) – lacks
                                                                          serious literary, artistic,
                                                                          political or scientiﬁc
                                                                          value"
1948,101,"INSIDE LINDA            Blood Moon Production                             Title 15, Section
LOVELACE’S DEEP                                                           3006(c)(17) – frontal
THROAT;                                                                   nudity
DEGRADATION, PORNO
CHIC AND THE RISE OF
FEMINISM"
1949,101,"INSIDE MAN (2015)       Jeff Abbott             Little, Brown Book        Title 15, Section
                                                Group Ltd.                3006(c)(1) – violence
                                                                          or physical harm"
1950,101,"INSIDE OUT LOS          DBA Compass Maps                                  Title 15, Section
ANGELES                                                                   3006(d) – presents a
                                                                          serious threat to facility
                                                                          security or the safety of
                                                                          incarcerated persons
                                                                          and staff"
1951,101,"INSIDE THE LION’S       Ken Shamrock and        Tuttle Publishing         Title 15, Section
DEN (1998)              Richard Hanner                                    3006(d) – presents a
                                                                          serious threat to facility
                                                                          security or the safety of
                                                                          incarcerated persons
                                                                          and staff"
1952,101,"INTENDED FOR            Ed Wheat & Gaye         Ed Wheat & Gaye           Title 15, Section"
1953,101,"PLEASURE SEX            Wheat                   Wheat                     3006(c)(15)(A) – lacks
TECHNIQUE AND                                                             serious literary, artistic,
SEXUAL FULFILMENT                                                         political or scientiﬁc
IN CHRISTIAN                                                              value
MARRIAGE"
1954,101,"INTERSPECIES            Amahara                 Yen Press                 Title 15, Section
REVIWERS, VOL. 1                                                          3006(c)(17) – frontal
                                                                          nudity"
1955,101,"INTERVIEW ISSUE 52,                             Crystal Ball Media, LLC   Title 15, Section
WINTER 2019                                                               3006(c)(17) – frontal
                                                                          nudity"
1956,101,"INTERVIEW                                       Crystal Ball Media        Title 15, Section
MAGAZINE, ISSUE 553,                                                      3006(c)(17) – frontal
MARCH 2024                                                                nudity"
1957,101,"INTERVIEW                                       Crystal Ball Media        Title 15, Section
MAGAZINE,                                                                 3006(c)(17) – frontal
SEPTEMBER 2021,                                                           nudity
ISSUE 538"
1958,101,"INTERVIEW                                       Crystal Ball Media, LLC   Title 15, Section
MAGAZINE,                                                                 3006(c)(16) – sexually
SEPTEMBER 2025,                                                           explicit images
ISSUE 562"
1959,101,"INTERVIEW WINTER                                Crytal Ball Media         Title 15, Section
2018                                                                      3006(c)(17) – frontal
                                                                        nudity"
1960,102,"INTERVIEW WITH THE      Anne Rice              Ballantine Books         Title 15, Section
VAMPIRE (1989)                                                          3006(c)(15)(A) – lacks
                                                                        serious literary, artistic,
                                                                        political or scientiﬁc
                                                                        value"
1961,102,"INTERVIEW, ISSUE 548,                          Cystal Ball Media, LLC   Title 15, Section
SPRING 2023                                                             3006(c)(17) – frontal
                                                                        nudity"
1962,102,"INTO THE CAGE: THE      Nick Gullo             Fenn/McClelland &        Title 15, Section
RISE OF UFC NATION                             Stewart                  3006(d) – presents a
                                                                        serious threat to facility
                                                                        security or the safety of
                                                                        incarcerated persons
                                                                        and staff"
1963,102,"INTOXICATING                                   Ruby                     Title 15, Section
MAGAZINE, ISSUE 10                                                      3006(c)(17) – frontal
                                                                        nudity"
1964,102,"INTRODUCTION TO         Kent Howard            Blue Snakes Book         Title 15, Section
BAGUAZHANG                                                              3006(c)(15)(C)(5) –
                                                                        conduct which is or
                                                                        appears to be forceful,
                                                                        threatening or violent"
1965,102,"INUYASHIKI              Hiroya Oku             Hiroya Oku               Title 15, Section
                                                                        3006(c)(17) – frontal
                                                                        nudity"
1966,102,"INVICTUS BOOKS 2020                            Invictus Books           Title 15, Section
CATALOG                                                                 3006(c)(19) – STG
                                                                        members or associates"
1967,102,"INVINCIBLE              Robert Kirkman, Cory   Image Comics             Title 15, Section
COMPENDIUM 2,           Walker & Ryan Ottley                            3006(c)(1) – violence
VOLUME 2 (2013)                                                         or physical harm"
1968,102,"INVINCIBLE              Robert Kirkman, Cory   Image Comics             Title 15, Section
COMPENDIUM,             Walker & Ryan Ottley                            3006(c)(1) – violence
VOLUME 1 (2011)                                                         or physical harm"
1969,102,"IP MAN STYLE WING       Wayne Belonoha         Blue Snake Books-        Title 15, Section
CHUN                                           North Atlantic Books     3006(d) – presents a
                                                                        serious threat to facility
                                                                        security or the safety of
                                                                        incarcerated persons
                                                                        and staff"
1970,102,"IPT’S CRANE AND         Ronald G. Garby        IPT Publishing and       Title 15, Section
RIGGING HANDBOOK                               Training LTD             3006(d) – presents a
(1991)                                                                  serious threat to facility
                                                                        security or the safety of
                                                                        incarcerated"
1971,102,"IRON FLAME, THE         Rebecca Yarros         Entangled Publishing     Title 15, Section
EMPYREAN, 2 (2025)                             LLC                      3006(c)(15)(A) – lacks
                                                                        serious literary, artistic,
                                                                        political or scientiﬁc
                                                                        value"
1972,102,"IRON HORSE, JULY                               J Q Adams                Title 15, Section
1990, VOL. 13                                                           3006(c)(17) – frontal
                                                                        nudity"
1973,102,"IRON HORSE, JULY                               J Q Adams                Title 15, Section
1990, VOL. 14                                                           3006(c)(17) – frontal
                                                                        nudity"
1974,102,"IRON THREAD,            Lam Sai Wing           Independently            Title 15, Section
SOUTHERN SHAOLIN                               Published                3006(d) – presents a
HUNG GAR KUNG FU                                                        serious threat to facility
CLASSICS SERIES                                                         security or the safety of
(2008)                                                                  incarcerated"
1975,102,"ISIS: INSIDE THE ARMY   Michael Weiss and      Regan Arts               Title 15, Section
OF TERROR               Hassan Hassan                                   3006(c)(15)(C)(5) –
                                                                        conduct which is or
                                                                        appears to be forceful,
                                                                        threatening or violent"
1976,102,"IT SLEEPS IN ME,        Kathleen O’Neal Gear   Tom Doherty              Title 15, Section
SERIES 1 (2005)                                Associates, LLC          3006(c)(15)(A) – lacks
                                                                        serious literary, artistic,
                                                                        political or scientiﬁc
                                                                        value"
